"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_R_STG_speechoppo_HbR",0.658809040393468,0.216591037896748,0.249227727995224,0.150775765374244,0.685223426159798,0.452050360080179,0.12729781802062,0.160188250547482,0.215060774153045,0.45953446486417,0.50710730571779,0.202461736615638,0.277390458928294,0.37624528629427
"d_prime_speechoppo_HbR",2.6616,3.1474,2.2722,2.7702,3.2429,2.7104,3.1582,3.2481,2.3294,1.4699,0.32855,3.2108,2.6474,2.5778
