"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_L_cIFS_speechoppo_HbO",1.06310778837203,0.737887666296405,0.742489578629511,0.244069583022391,0.449010654578206,0.295680744893166,0.621206379262863,0.0409889550213348,0.474858638234235,0.419629260468951,1.29489810474167,0.213327995508467,0.699333434405846,0.943321443642595
"d_prime_speechoppo_HbO",2.6616,3.1474,2.2722,2.7702,3.2429,2.7104,3.1582,3.2481,2.3294,1.4699,0.32855,3.2108,2.6474,2.5778
