"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_R_cIFS_speechoppo_HbO",0.457654569781805,0.401289550513711,0.537152139215451,0.33639659716394,0.843624334089279,0.235167970521923,0.728620159226461,0.0259274825346612,0.606608032620309,0.684219218639035,1.14637651691838,0.314136472679388,0.750777944275543,0.706588453733069
"d_prime_speechoppo_HbO",2.6616,3.1474,2.2722,2.7702,3.2429,2.7104,3.1582,3.2481,2.3294,1.4699,0.32855,3.2108,2.6474,2.5778
