"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_L_STG_speech_HbO",0.757057451650693,0.733056399451514,0.533501287877612,0.550942772166239,0.805580238115331,0.648223211115963,0.637579876675365,0.689818517059778,0.661370766862656,0.410643217432779,0.231410330025688,1.07836517547853,0.703498804105335,0.591776568166596
"d_prime_speech_HbO",0.051974,0.66254,0.46171,1.2415,0.70584,1.4372,0.63586,1.3371,2.7954,2.3593,2.3884,0.65661,1.7147,1.2001
