"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_L_STG_noise_HbO",0.610668540735294,0.593212287146211,0.511116781777417,0.836942804156351,0.607148929748827,0.527819207213695,0.497439400626362,0.683481493365613,0.448544874860374,0.269443520732468,0.692029890824943,0.583368640500409,0.588881965898441,0.463403356178649
"d_prime_noise_HbO",1.917,2.042,1.5646,2.2775,1.4194,1.2436,0.66378,1.5242,2.7789,1.6877,2.6215,1.6067,-0.059285,0.48305
