"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_R_STG_noise_HbO",0.582745447465976,0.530994366953942,0.613317945080218,0.689954704444513,0.4355289354427,0.43223609058746,0.387506512052964,0.640969863047602,0.19660984564761,0.428557034915575,0.628000696194543,0.48649223738759,0.588109559859617,0.393287733946514
"d_prime_noise_HbO",1.917,2.042,1.5646,2.2775,1.4194,1.2436,0.66378,1.5242,2.7789,1.6877,2.6215,1.6067,-0.059285,0.48305
