"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_R_cIFS_speech_HbO",0.489183160899657,0.566989459281069,0.343000840575081,0.0638776469572811,0.379562595149035,0.373970143011418,0.435231437289388,0.311523042703555,0.350215789646083,0.35506482055008,0.119006410083241,0.821064853951254,0.580317176409569,0.398712014115465
"d_prime_speech_HbO",0.051974,0.66254,0.46171,1.2415,0.70584,1.4372,0.63586,1.3371,2.7954,2.3593,2.3884,0.65661,1.7147,1.2001
