"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"peak_R_cIFS_noise_HbO",0.34034469285473,0.424687531377085,0.318171095897784,0.347433884954078,0.178668773606808,0.251118512761994,0.292641215233702,0.302734919318942,0.134980622563586,0.211432662211079,0.57717122657979,0.323621921531859,0.463246653462139,0.267886769327039
"d_prime_noise_HbO",1.917,2.042,1.5646,2.2775,1.4194,1.2436,0.66378,1.5242,2.7789,1.6877,2.6215,1.6067,-0.059285,0.48305
